date,token,price
2024-06-09,PAGE.grv,0.0023965369794321577
2024-06-10,PAGE.grv,0.0023584845120849887
2024-06-11,PAGE.grv,0.0023723631668532788
2024-06-12,PAGE.grv,0.0023283058905024623
2024-06-13,PAGE.grv,0.002502663284604374
2024-06-14,PAGE.grv,0.0023498938570834485
2024-06-15,PAGE.grv,0.0023453610401369617
2024-06-16,PAGE.grv,0.0023282016603377535
2024-06-17,PAGE.grv,0.0023510044230340955
2024-06-18,PAGE.grv,0.002369392429490369
2024-06-19,PAGE.grv,0.002525624282168656
2024-06-20,PAGE.grv,0.002545590076859271
2024-06-21,PAGE.grv,0.002046644286613688
2024-06-22,PAGE.grv,0.0026029976982072348
2024-06-23,PAGE.grv,0.002618494958983312
2024-06-24,PAGE.grv,0.0026166938526275244
2024-06-25,PAGE.grv,0.002548216455805187
2024-06-26,PAGE.grv,0.002654872938528557
2024-06-27,PAGE.grv,0.002634446025762541
2024-06-28,PAGE.grv,0.002667697153523334
2024-06-29,PAGE.grv,0.002695694418625647
2024-06-30,PAGE.grv,0.002718669545711738
2024-07-01,PAGE.grv,0.002743085310833833
2024-07-02,PAGE.grv,0.0025180784345923413
2024-07-03,PAGE.grv,0.004348305176438359
2024-07-04,PAGE.grv,0.003740673182810004
2024-07-05,PAGE.grv,0.0034278728065210034
2024-07-06,PAGE.grv,0.0034318813542173507
2024-07-07,PAGE.grv,0.0034591482294847047
2024-07-08,PAGE.grv,0.003489244603803833
2024-07-09,PAGE.grv,0.0032478803896460067
2024-07-10,PAGE.grv,0.001681729792671625
2024-07-11,PAGE.grv,0.0020423774678250337
2024-07-12,PAGE.grv,0.0019745472341848526
2024-07-13,PAGE.grv,0.0018243419663505022
2024-07-14,PAGE.grv,0.0018071576317851765
2024-07-15,PAGE.grv,0.0019344967716376535
2024-07-16,PAGE.grv,0.001973636768307057
2024-07-17,PAGE.grv,0.0020411614022119045
2024-07-18,PAGE.grv,0.002047284910173386
2024-07-19,PAGE.grv,0.0020497481682268397
2024-07-20,PAGE.grv,0.001823477218211392
2024-07-21,PAGE.grv,0.0016427036032827663
2024-07-22,PAGE.grv,0.0016790265165922667
2024-07-23,PAGE.grv,0.0024368871841985084
2024-07-24,PAGE.grv,0.0018927170884724036
2024-07-25,PAGE.grv,0.0020824735801275845
2024-07-26,PAGE.grv,0.002026368851015042
2024-07-27,PAGE.grv,0.0020177067881223852
2024-07-28,PAGE.grv,0.002102720743874302
2024-07-30,PAGE.grv,0.002099630438018567
2024-08-01,PAGE.grv,0.0021029159126583975
2024-08-02,PAGE.grv,0.0021055227194274316
2024-08-04,PAGE.grv,0.0020970368825914618
2024-08-05,PAGE.grv,0.002157622582307763
2024-08-06,PAGE.grv,0.0025069405808496336
2024-08-07,PAGE.grv,0.0030931635016451463
2024-08-08,PAGE.grv,0.0029311014553291236
2024-08-09,PAGE.grv,0.0028356515317999377
2024-08-11,PAGE.grv,0.0027510653842098536
2024-08-12,PAGE.grv,0.0027159321745988414
2024-08-16,PAGE.grv,0.0026769123028867
2024-08-17,PAGE.grv,0.002550058648771846
2024-08-20,PAGE.grv,0.002662494674332377
2024-08-21,PAGE.grv,0.00232241573693959
2024-08-23,PAGE.grv,0.0021956454788121453
2024-08-24,PAGE.grv,0.002180832032783902
2024-08-26,PAGE.grv,0.002190080176484339
2024-08-28,PAGE.grv,0.002363756774052089
2024-08-29,PAGE.grv,0.002393146688122635
2024-08-30,PAGE.grv,0.0023218132318195426
2024-08-31,PAGE.grv,0.0023150128555159202
2024-09-01,PAGE.grv,0.0023608458780465208
2024-09-02,PAGE.grv,0.002351314262904107
2024-09-04,PAGE.grv,0.0024086135760074496
2024-09-07,PAGE.grv,0.002382014106671463
2024-09-15,PAGE.grv,0.0023146167737312564
2024-09-17,PAGE.grv,0.002324193887996475
2024-09-18,PAGE.grv,0.002019823915353289
2024-09-19,PAGE.grv,0.0017943844419778116
2024-09-20,PAGE.grv,0.001956822904884423
2024-09-21,PAGE.grv,0.0022007741998579383
2024-09-22,PAGE.grv,0.0022235685195210546
2024-09-24,PAGE.grv,0.0018386338088875829
2024-09-29,PAGE.grv,0.001723665888575048
2024-10-01,PAGE.grv,0.001752834130674765
2024-10-02,PAGE.grv,0.0017495276775192474
2024-10-05,PAGE.grv,0.001753577449368196
2024-10-06,PAGE.grv,0.0017776075435582339
2024-10-08,PAGE.grv,0.0018067470731739828
2024-10-10,PAGE.grv,0.0019386055625184135
2024-10-11,PAGE.grv,0.0020754472420747455
2024-10-13,PAGE.grv,0.0020627908452754288
2024-10-14,PAGE.grv,0.0020537364531537563
2024-10-15,PAGE.grv,0.0020650382682541554
2024-10-18,PAGE.grv,0.001998842977311976
2024-10-19,PAGE.grv,0.0018638991807565018
2024-10-20,PAGE.grv,0.0017665829490283252
2024-10-22,PAGE.grv,0.0017714050138271768
2024-10-23,PAGE.grv,0.0017659001499558838
2024-10-24,PAGE.grv,0.00176747436131509
2024-10-25,PAGE.grv,0.001707791771889231
2024-10-26,PAGE.grv,0.0017490393665127962
2024-10-27,PAGE.grv,0.0016465663322683868
2024-10-28,PAGE.grv,0.0016135698660012159
2024-10-29,PAGE.grv,0.0015701520394092974
2024-11-03,PAGE.grv,0.0017738158389878674
2024-11-04,PAGE.grv,0.001956901339637254
2024-11-06,PAGE.grv,0.002060228519691133
2024-11-07,PAGE.grv,0.0020449027460798463
2024-11-09,PAGE.grv,0.002627181579058724
2024-11-10,PAGE.grv,0.0023581476889928767
2024-11-11,PAGE.grv,0.0022993135245502143
2024-11-13,PAGE.grv,0.0023011102369865687
2024-11-14,PAGE.grv,0.0022801060420719202
2024-11-15,PAGE.grv,0.002450537475005527
2024-11-16,PAGE.grv,0.011823033459119897
2024-11-17,PAGE.grv,0.005944958150328711
2024-11-18,PAGE.grv,0.0037881473542169465
2024-11-19,PAGE.grv,0.003735880857140517
2024-11-20,PAGE.grv,0.0034054274449214325
2024-11-21,PAGE.grv,0.004489127701337077
2024-11-22,PAGE.grv,0.004461199189102604
2024-11-23,PAGE.grv,0.003967463007069057
2024-11-24,PAGE.grv,0.0037667450324927083
2024-11-25,PAGE.grv,0.0035687835539437744
2024-11-26,PAGE.grv,0.0035583801463929116
2024-11-28,PAGE.grv,0.003496830555115814
2024-11-29,PAGE.grv,0.003430392787259387
2024-11-30,PAGE.grv,0.0033936723055479484
2024-12-01,PAGE.grv,0.00343185594794441
2024-12-02,PAGE.grv,0.0036259366385160583
2024-12-03,PAGE.grv,0.003960960378142328
2024-12-04,PAGE.grv,0.0036698397861035714
2024-12-05,PAGE.grv,0.003689862159461351
2024-12-06,PAGE.grv,0.0034149999646230843
2024-12-07,PAGE.grv,0.0032715847844213427
2024-12-08,PAGE.grv,0.0032445327456783303
2024-12-09,PAGE.grv,0.003236741056289384
2024-12-10,PAGE.grv,0.0032271622390777775
2024-12-11,PAGE.grv,0.003237065743034738
2024-12-12,PAGE.grv,0.00319368351076076
2024-12-14,PAGE.grv,0.003143626082718858
2024-12-16,PAGE.grv,0.0033434959700385887
2024-12-17,PAGE.grv,0.0033658814545442454
2024-12-18,PAGE.grv,0.003268781660470999
2024-12-19,PAGE.grv,0.0032163875885177417
2024-12-20,PAGE.grv,0.0032035638091727527
2024-12-21,PAGE.grv,0.0031858951021436098
2024-12-22,PAGE.grv,0.00719928317206542
2024-12-23,PAGE.grv,0.006892382640968833
2024-12-24,PAGE.grv,0.006383771121232823
2024-12-25,PAGE.grv,0.006403851022302495
2024-12-26,PAGE.grv,0.006455931247019542
2024-12-27,PAGE.grv,0.006475125019812609
2024-12-28,PAGE.grv,0.0064325852262644805
2024-12-29,PAGE.grv,0.005754155046906257
2024-12-30,PAGE.grv,0.005792151347362853
2024-12-31,PAGE.grv,0.0042792893168480065
2025-01-01,PAGE.grv,0.004240662456194172
2025-01-02,PAGE.grv,0.004130194104204407
2025-01-03,PAGE.grv,0.003984051723130784
2025-01-04,PAGE.grv,0.0034163350156685103
2025-01-05,PAGE.grv,0.003384624243419406
2025-01-06,PAGE.grv,0.003363600100363454
2025-01-07,PAGE.grv,0.0037370614818097595
2025-01-08,PAGE.grv,0.0043183662454302505
2025-01-09,PAGE.grv,0.0048669808773245974
2025-01-10,PAGE.grv,0.004515364171369542
2025-01-11,PAGE.grv,0.004488323949278761
2025-01-12,PAGE.grv,0.004449837837837838
2025-01-13,PAGE.grv,0.004414514852885442
2025-01-14,PAGE.grv,0.0044399678284437125
2025-01-15,PAGE.grv,0.004507084897917791
2025-01-16,PAGE.grv,0.004567142735204211
2025-01-17,PAGE.grv,0.004656443663047273
2025-01-19,PAGE.grv,0.004762613847073791
2025-01-20,PAGE.grv,0.004369745657892499
2025-01-21,PAGE.grv,0.004658442563692137
2025-01-22,PAGE.grv,0.004839267982603391
2025-01-23,PAGE.grv,0.004654076935324733
2025-01-24,PAGE.grv,0.004415455822841724
2025-01-25,PAGE.grv,0.004547309169069398
2025-01-26,PAGE.grv,0.00455952217474599
2025-01-29,PAGE.grv,0.004500165285164036
2025-01-30,PAGE.grv,0.004309366965416329
2025-01-31,PAGE.grv,0.004655134901965758
2025-02-01,PAGE.grv,0.004273998055308363
2025-02-02,PAGE.grv,0.0042363917243069295
2025-02-03,PAGE.grv,0.004649131686568483
2025-02-04,PAGE.grv,0.004478548472894726
2025-02-05,PAGE.grv,0.004496128136716542
2025-02-06,PAGE.grv,0.004444666990524674
2025-02-08,PAGE.grv,0.005055335071019534
2025-02-09,PAGE.grv,0.004923251889360202
2025-02-11,PAGE.grv,0.004760143110306368
2025-02-12,PAGE.grv,0.004810122572105142
2025-02-13,PAGE.grv,0.00472345878788039
2025-02-14,PAGE.grv,0.004543713180824054
2025-02-15,PAGE.grv,0.004952308306669205
2025-02-17,PAGE.grv,0.005223843461132208
2025-02-18,PAGE.grv,0.004338163328560167
2025-02-19,PAGE.grv,0.004169620990021377
2025-02-20,PAGE.grv,0.003919240518192766
2025-02-21,PAGE.grv,0.003901425268044715
2025-02-22,PAGE.grv,0.004002286070809487
2025-02-23,PAGE.grv,0.003961572131268601
2025-02-24,PAGE.grv,0.0039010470139456944
2025-02-25,PAGE.grv,0.003924840415768571
2025-02-27,PAGE.grv,0.003960389230184954
2025-02-28,PAGE.grv,0.0038936242635325014
2025-03-01,PAGE.grv,0.003952672889265817
2025-03-02,PAGE.grv,0.003916085024956081
2025-03-05,PAGE.grv,0.003829402950174663
2025-03-06,PAGE.grv,0.003839513505340786
2025-03-08,PAGE.grv,0.0038319348217590466
2025-03-12,PAGE.grv,0.0038241484000676117
2025-03-14,PAGE.grv,0.0038127647541440646
2025-03-15,PAGE.grv,0.0038027329982431995
2025-03-17,PAGE.grv,0.00412652510337929
2025-03-19,PAGE.grv,0.00443816352852014
2025-03-20,PAGE.grv,0.004479339634011837
2025-03-23,PAGE.grv,0.003946206058419916
2025-03-24,PAGE.grv,0.004390224439637307
2025-03-25,PAGE.grv,0.004514148815482149
2025-03-27,PAGE.grv,0.004479414213279996
2025-03-30,PAGE.grv,0.0044478092990592735
2025-04-01,PAGE.grv,0.004468875899374123
2025-04-02,PAGE.grv,0.004469495170108901
2025-04-03,PAGE.grv,0.004646838418139173
2025-04-05,PAGE.grv,0.0046976985314542965
2025-04-06,PAGE.grv,0.0046978748755504025
2025-04-07,PAGE.grv,0.00467873709800425
2025-04-09,PAGE.grv,0.004564334291843535
2025-04-13,PAGE.grv,0.00428500757408596
2025-04-16,PAGE.grv,0.0034958819637122118
